a(radian), a(degree) , Eruling, Ebend, Eparalell, Ebend,,243.77,0,38.6366,0.405974
3.49759,200.397,22.6023,24.5251,1.59101,1,,,,,
3.49859,200.455,22.5979,24.6515,1.59067,1,,,,,
3.49959,200.512,22.5935,24.7804,1.59034,1,,,,,
3.50059,200.569,22.5892,24.9118,1.59001,1,,,,,
3.50159,200.626,22.5848,25.0457,1.58967,1,,,,,
3.50259,200.684,22.5804,25.1821,1.58933,1,,,,,
3.50359,200.741,22.576,25.3211,1.58899,1,,,,,
3.50459,200.798,22.5715,25.4628,1.58865,1,,,,,
3.50559,200.856,22.5671,25.6073,1.58831,1,,,,,
3.50659,200.913,22.5626,25.7544,1.58797,1,,,,,
3.50759,200.97,22.5582,25.9044,1.58763,1,,,,,
3.50859,201.028,22.5537,26.0573,1.58729,1,,,,,
3.50959,201.085,22.5492,26.2131,1.58694,1,,,,,
3.51059,201.142,22.5447,26.3719,1.5866,1,,,,,
3.51159,201.199,22.5402,26.5337,1.58625,1,,,,,
3.51259,201.257,22.5357,26.6986,1.5859,1,,,,,
3.51359,201.314,22.5311,26.8667,1.58555,1,,,,,
3.51459,201.371,22.5266,27.0381,1.5852,1,,,,,
3.51559,201.429,22.522,27.2128,1.58485,1,,,,,
3.51659,201.486,22.5175,27.3908,1.5845,1,,,,,
3.51759,201.543,22.5129,27.5723,1.58414,1,,,,,
3.51859,201.601,22.5083,27.7574,1.58379,1,,,,,
3.51959,201.658,22.5037,27.946,1.58343,1,,,,,
3.52059,201.715,22.4991,28.1383,1.58307,1,,,,,
3.52159,201.772,22.4944,28.3344,1.58271,1,,,,,
3.52259,201.83,22.4898,28.5344,1.58235,1,,,,,
3.52359,201.887,22.4851,28.7383,1.58199,1,,,,,
3.52459,201.944,22.4805,28.9462,1.58163,1,,,,,
3.52559,202.002,22.4758,29.1583,1.58127,1,,,,,
3.52659,202.059,22.4711,29.3746,1.5809,1,,,,,
3.52759,202.116,22.4664,29.5952,1.58053,1,,,,,
3.52859,202.173,22.4617,29.8202,1.58017,1,,,,,
3.52959,202.231,22.457,30.0498,1.5798,1,,,,,
3.53059,202.288,22.4522,30.284,1.57943,1,,,,,
3.53159,202.345,22.4475,30.523,1.57906,1,,,,,
3.53259,202.403,22.4427,30.7668,1.57869,1,,,,,
3.53359,202.46,22.4379,31.0156,1.57831,1,,,,,
3.53459,202.517,22.4331,31.2696,1.57794,1,,,,,
3.53559,202.575,22.4283,31.5288,1.57756,1,,,,,
3.53659,202.632,22.4235,31.7934,1.57718,1,,,,,
3.53759,202.689,22.4187,32.0635,1.57681,1,,,,,
3.53859,202.746,22.4138,32.3393,1.57643,1,,,,,
3.53959,202.804,22.409,32.6209,1.57605,1,,,,,
3.54059,202.861,22.4041,32.9085,1.57566,1,,,,,
3.54159,202.918,22.3992,33.2023,1.57528,1,,,,,
3.54259,202.976,22.3943,33.5023,1.57489,1,,,,,
3.54359,203.033,22.3894,33.8088,1.57451,1,,,,,
3.54459,203.09,22.3845,34.1219,1.57412,1,,,,,
3.54559,203.147,22.3796,34.4419,1.57373,1,,,,,
3.54659,203.205,22.3746,34.7689,1.57334,1,,,,,
3.54759,203.262,22.3697,35.1032,1.57295,1,,,,,
3.54859,203.319,22.3647,35.4448,1.57256,1,,,,,
3.54959,203.377,22.3597,35.7942,1.57217,1,,,,,
3.55059,203.434,22.3547,36.1514,1.57177,1,,,,,
3.55159,203.491,22.3497,36.5167,1.57137,1,,,,,
3.55259,203.549,22.3447,36.8903,1.57098,1,,,,,
3.55359,203.606,22.3396,37.2726,1.57058,1,,,,,
3.55459,203.663,22.3346,37.6636,1.57018,1,,,,,
3.55559,203.72,22.3295,38.0639,1.56978,1,,,,,
3.55659,203.778,22.3244,38.4735,1.56937,1,,,,,
3.55759,203.835,22.3194,38.8928,1.56897,1,,,,,
3.55859,203.892,22.3143,39.3222,1.56856,1,,,,,
3.55959,203.95,22.3091,39.7618,1.56816,1,,,,,
3.56059,204.007,22.304,40.2121,1.56775,1,,,,,
3.56159,204.064,22.2989,40.6734,1.56734,1,,,,,
3.56259,204.122,22.2937,41.1461,1.56693,1,,,,,
3.56359,204.179,22.2885,41.6305,1.56652,1,,,,,
3.56459,204.236,22.2834,42.127,1.5661,1,,,,,
3.56559,204.293,22.2782,42.6361,1.56569,1,,,,,
3.56659,204.351,22.273,43.1581,1.56527,1,,,,,
3.56759,204.408,22.2677,43.6935,1.56485,1,,,,,
3.56859,204.465,22.2625,44.2428,1.56443,1,,,,,
3.56959,204.523,22.2572,44.8064,1.56401,1,,,,,
3.57059,204.58,22.252,45.3849,1.56359,1,,,,,
3.57159,204.637,22.2467,45.9788,1.56317,1,,,,,
3.57259,204.694,22.2414,46.5887,1.56274,1,,,,,
3.57359,204.752,22.2361,47.2151,1.56232,1,,,,,
3.57459,204.809,22.2308,47.8586,1.56189,1,,,,,
3.57559,204.866,22.2254,48.52,1.56146,1,,,,,
3.57659,204.924,22.2201,49.1998,1.56103,1,,,,,
3.57759,204.981,22.2147,49.8987,1.5606,1,,,,,
3.57859,205.038,22.2094,50.6176,1.56016,1,,,,,
3.57959,205.096,22.204,51.3571,1.55973,1,,,,,
3.58059,205.153,22.1986,52.1181,1.55929,1,,,,,
3.58159,205.21,22.1932,52.9015,1.55886,1,,,,,
3.58259,205.267,22.1877,53.7081,1.55842,1,,,,,
3.58359,205.325,22.1823,54.539,1.55798,1,,,,,
3.58459,205.382,22.1768,55.395,1.55753,1,,,,,
3.58559,205.439,22.1713,56.2773,1.55709,1,,,,,
3.58659,205.497,22.1659,57.1869,1.55665,1,,,,,
3.58759,205.554,22.1603,58.1251,1.5562,1,,,,,
3.58859,205.611,22.1548,59.093,1.55575,1,,,,,
3.58959,205.669,22.1493,60.0921,1.5553,1,,,,,
3.59059,205.726,22.1438,61.1235,1.55485,1,,,,,
3.59159,205.783,22.1382,62.1888,1.5544,1,,,,,
3.59259,205.84,22.1326,63.2896,1.55395,1,,,,,
3.59359,205.898,22.127,64.4275,1.55349,1,,,,,
3.59459,205.955,22.1214,65.6041,1.55303,1,,,,,
3.59559,206.012,22.1158,66.8213,1.55257,1,,,,,
3.59659,206.07,22.1102,68.0811,1.55211,1,,,,,
3.59759,206.127,22.1045,69.3856,1.55165,1,,,,,
3.59859,206.184,22.0989,70.7368,1.55119,1,,,,,
3.59959,206.241,22.0932,72.1371,1.55073,1,,,,,
3.60059,206.299,22.0875,73.5891,1.55026,1,,,,,
3.60159,206.356,22.0818,75.0952,1.54979,1,,,,,
3.60259,206.413,22.0761,76.6585,1.54932,1,,,,,
3.60359,206.471,22.0703,78.2817,1.54885,1,,,,,
3.60459,206.528,22.0646,79.9682,1.54838,1,,,,,
3.60559,206.585,22.0588,81.7213,1.54791,1,,,,,
3.60659,206.643,22.053,83.5447,1.54743,1,,,,,
3.60759,206.7,22.0472,85.4423,1.54695,1,,,,,
3.60859,206.757,22.0414,87.4182,1.54648,1,,,,,
3.60959,206.814,22.0356,89.4771,1.546,1,,,,,
3.61059,206.872,22.0298,91.6236,1.54551,1,,,,,
3.61159,206.929,22.0239,93.8629,1.54503,1,,,,,
3.61259,206.986,22.018,96.2007,1.54455,1,,,,,
3.61359,207.044,22.0121,98.6429,1.54406,1,,,,,
3.61459,207.101,22.0062,101.196,1.54357,1,,,,,
3.61559,207.158,22.0003,103.867,1.54308,1,,,,,
3.61659,207.215,21.9944,106.663,1.54259,1,,,,,
3.61759,207.273,21.9884,109.593,1.5421,1,,,,,
3.61859,207.33,21.9825,112.665,1.5416,1,,,,,
3.61959,207.387,21.9765,115.889,1.54111,1,,,,,
3.62059,207.445,21.9705,119.276,1.54061,1,,,,,
3.62159,207.502,21.9645,122.836,1.54011,1,,,,,
3.62259,207.559,21.9585,126.582,1.53961,1,,,,,
3.62359,207.617,21.9524,130.528,1.5391,1,,,,,
3.62459,207.674,21.9464,134.688,1.5386,1,,,,,
3.62559,207.731,21.9403,139.078,1.53809,1,,,,,
3.62659,207.788,21.9342,143.717,1.53758,1,,,,,
3.62759,207.846,21.9281,148.622,1.53707,1,,,,,
3.62859,207.903,21.922,153.816,1.53656,1,,,,,
3.62959,207.96,21.9158,159.323,1.53605,1,,,,,
3.63059,208.018,21.9097,165.167,1.53554,1,,,,,
3.63159,208.075,21.9035,171.378,1.53502,1,,,,,
3.63259,208.132,21.8973,177.988,1.5345,1,,,,,
3.63359,208.19,21.8911,185.032,1.53398,1,,,,,
3.63459,208.247,21.8849,192.55,1.53346,1,,,,,
3.63559,208.304,21.8787,200.585,1.53294,1,,,,,
3.63659,208.361,21.8724,209.187,1.53241,1,,,,,
3.63759,208.419,21.8662,218.411,1.53188,1,,,,,
3.63859,208.476,21.8599,228.32,1.53135,1,,,,,
3.63959,208.533,21.8536,238.983,1.53082,1,,,,,
3.64059,208.591,21.8473,250.481,1.53029,1,,,,,
3.64159,208.648,21.8409,262.903,1.52976,1,,,,,
3.64259,208.705,21.8346,276.353,1.52922,1,,,,,
3.64359,208.762,21.8282,290.948,1.52868,1,,,,,
3.64459,208.82,21.8219,306.823,1.52814,1,,,,,
3.64559,208.877,21.8155,324.135,1.5276,1,,,,,
3.64659,208.934,21.809,343.062,1.52706,1,,,,,
3.64759,208.992,21.8026,363.815,1.52652,1,,,,,
3.64859,209.049,21.7962,386.637,1.52597,1,,,,,
3.64959,209.106,21.7897,411.816,1.52542,1,,,,,
3.65059,209.164,21.7832,439.688,1.52487,1,,,,,
3.65159,209.221,21.7767,470.656,1.52432,1,,,,,
3.65259,209.278,21.7702,505.197,1.52376,1,,,,,
3.65359,209.335,21.7637,543.885,1.52321,1,,,,,
3.65459,209.393,21.7571,587.417,1.52265,1,,,,,
3.65559,209.45,21.7506,636.639,1.52209,1,,,,,
3.65659,209.507,21.744,692.591,1.52153,1,,,,,
3.65759,209.565,21.7374,756.563,1.52096,1,,,,,
3.65859,209.622,21.7308,830.168,1.5204,1,,,,,
3.65959,209.679,21.7241,915.449,1.51983,1,,,,,
3.66059,209.737,21.7175,1015.02,1.51926,1,,,,,
3.66159,209.794,21.7108,1132.26,1.51869,1,,,,,
3.66259,209.851,21.7041,1271.63,1.51812,1,,,,,
3.66359,209.908,21.6974,1439.07,1.51754,1,,,,,
3.66459,209.966,21.6907,1642.68,1.51697,1,,,,,
3.66559,210.023,21.6839,1893.66,1.51639,1,,,,,
3.66659,210.08,21.6772,2207.98,1.51581,1,,,,,
3.66759,210.138,21.6704,2608.87,1.51523,1,,,,,
3.66859,210.195,21.6636,3131.35,1.51464,1,,,,,
3.66959,210.252,21.6568,3830.03,1.51405,1,,,,,
3.67059,210.309,21.65,4794.1,1.51347,1,,,,,
3.67159,210.367,21.6431,6177.13,1.51287,1,,,,,
3.67259,210.424,21.6363,8262.33,1.51228,1,,,,,
3.67359,210.481,21.6294,11619.8,1.51169,1,,,,,
3.67459,210.539,21.6225,17541.6,1.51109,1,,,,,
3.67559,210.596,21.6156,29499.6,1.51049,1,,,,,
3.67659,210.653,21.6086,59684.3,1.50989,1,,,,,
3.67759,210.711,21.6017,178960,1.50929,1,,,,,
3.67859,210.768,21.5947,2.48E+06,1.50868,1,,,,,
3.67959,210.825,21.5877,835833,1.50808,1,,,,,
3.68059,210.882,21.5807,125675,1.50747,1,,,,,
3.68159,210.94,21.5737,48393.9,1.50686,1,,,,,
3.68259,210.997,21.5666,25454.1,1.50625,1,,,,,
3.68359,211.054,21.5596,15677.7,1.50563,1,,,,,
3.68459,211.112,21.5525,10626.1,1.50501,1,,,,,
3.68559,211.169,21.5454,7680.76,1.50439,1,,,,,
3.68659,211.226,21.5383,5814.83,1.50377,1,,,,,
3.68759,211.283,21.5311,4558.72,1.50315,1,,,,,
3.68859,211.341,21.524,3673,1.50252,1,,,,,
3.68959,211.398,21.5168,3025.19,1.5019,1,,,,,
3.69059,211.455,21.5096,2537.16,1.50127,1,,,,,
3.69159,211.513,21.5024,2160.41,1.50063,1,,,,,
3.69259,211.57,21.4951,1863.55,1.5,1,,,,,
3.69359,211.627,21.4879,1625.51,1.49936,1,,,,,
3.69459,211.685,21.4806,1431.76,1.49873,1,,,,,
3.69559,211.742,21.4733,1271.97,1.49809,1,,,,,
3.69659,211.799,21.466,1138.69,1.49744,1,,,,,
3.69759,211.856,21.4587,1026.37,1.4968,1,,,,,
3.69859,211.914,21.4513,930.879,1.49615,1,,,,,
3.69959,211.971,21.444,849.029,1.4955,1,,,,,
3.70059,212.028,21.4366,778.367,1.49485,1,,,,,
3.70159,212.086,21.4292,716.965,1.4942,1,,,,,
3.70259,212.143,21.4217,663.296,1.49354,1,,,,,
3.70359,212.2,21.4143,616.135,1.49288,1,,,,,
3.70459,212.258,21.4068,574.492,1.49222,1,,,,,
3.70559,212.315,21.3993,537.559,1.49156,1,,,,,
3.70659,212.372,21.3918,504.671,1.4909,1,,,,,
3.70759,212.429,21.3843,475.279,1.49023,1,,,,,
3.70859,212.487,21.3768,448.924,1.48956,1,,,,,
3.70959,212.544,21.3692,425.22,1.48889,1,,,,,
3.71059,212.601,21.3616,403.842,1.48821,1,,,,,
3.71159,212.659,21.354,384.516,1.48754,1,,,,,
3.71259,212.716,21.3464,367.004,1.48686,1,,,,,
3.71359,212.773,21.3387,351.107,1.48618,1,,,,,
3.71459,212.83,21.3311,336.65,1.48549,1,,,,,
3.71559,212.888,21.3234,323.483,1.48481,1,,,,,
3.71659,212.945,21.3157,311.477,1.48412,1,,,,,
3.71759,213.002,21.3079,300.518,1.48343,1,,,,,
3.71859,213.06,21.3002,290.507,1.48274,1,,,,,
3.71959,213.117,21.2924,281.358,1.48204,1,,,,,
3.72059,213.174,21.2846,272.995,1.48134,1,,,,,
3.72159,213.232,21.2768,265.351,1.48064,1,,,,,
3.72259,213.289,21.269,258.366,1.47994,1,,,,,
3.72359,213.346,21.2611,251.989,1.47924,1,,,,,
3.72459,213.403,21.2533,246.174,1.47853,1,,,,,
3.72559,213.461,21.2454,240.879,1.47782,1,,,,,
3.72659,213.518,21.2374,236.068,1.47711,1,,,,,
3.72759,213.575,21.2295,231.71,1.4764,1,,,,,
3.72859,213.633,21.2215,227.775,1.47568,1,,,,,
3.72959,213.69,21.2136,224.238,1.47496,1,,,,,
3.73059,213.747,21.2056,221.077,1.47424,1,,,,,
3.73159,213.805,21.1975,218.271,1.47351,1,,,,,
3.73259,213.862,21.1895,215.804,1.47279,1,,,,,
3.73359,213.919,21.1814,213.66,1.47206,1,,,,,
3.73459,213.976,21.1733,211.825,1.47133,1,,,,,
3.73559,214.034,21.1652,210.288,1.47059,1,,,,,
3.73659,214.091,21.1571,209.039,1.46985,1,,,,,
3.73759,214.148,21.149,208.07,1.46911,1,,,,,
3.73859,214.206,21.1408,207.372,1.46837,1,,,,,
3.73959,214.263,21.1326,206.942,1.46763,1,,,,,
3.74059,214.32,21.1244,206.774,1.46688,1,,,,,
3.74159,214.377,21.1161,206.865,1.46613,1,,,,,
3.74259,214.435,21.1079,207.213,1.46538,1,,,,,
3.74359,214.492,21.0996,207.818,1.46462,1,,,,,
3.74459,214.549,21.0913,208.68,1.46387,1,,,,,
3.74559,214.607,21.0829,209.801,1.46311,1,,,,,
3.74659,214.664,21.0746,211.183,1.46234,1,,,,,
3.74759,214.721,21.0662,212.831,1.46158,1,,,,,
3.74859,214.779,21.0578,214.749,1.46081,1,,,,,
3.74959,214.836,21.0494,216.944,1.46004,1,,,,,
3.75059,214.893,21.041,219.423,1.45927,1,,,,,
3.75159,214.95,21.0325,222.197,1.45849,1,,,,,
3.75259,215.008,21.024,225.274,1.45771,1,,,,,
3.75359,215.065,21.0155,228.669,1.45693,1,,,,,
3.75459,215.122,21.007,232.393,1.45615,1,,,,,
3.75559,215.18,20.9984,236.463,1.45536,1,,,,,
3.75659,215.237,20.9898,240.897,1.45457,1,,,,,
3.75759,215.294,20.9707,262.763,1.45378,1,,,,,
3.75859,215.351,20.9468,268.186,1.45298,1,,,,,
3.75959,215.409,20.9228,274.042,1.45219,1,,,,,
3.76059,215.466,20.8989,280.358,1.45138,1,,,,,
3.76159,215.523,20.8749,287.165,1.45058,1,,,,,
3.76259,215.581,20.8509,294.498,1.44977,1,,,,,
3.76359,215.638,20.8269,302.393,1.44897,1,,,,,
3.76459,215.695,20.8029,310.896,1.44815,1,,,,,
3.76559,215.753,20.7788,320.051,1.44734,1,,,,,
3.76659,215.81,20.7547,329.915,1.44652,1,,,,,
3.76759,215.867,20.7306,340.545,1.4457,1,,,,,
3.76859,215.924,20.7065,352.01,1.44488,1,,,,,
3.76959,215.982,20.6824,364.384,1.44405,1,,,,,
3.77059,216.039,20.6582,377.753,1.44322,1,,,,,
3.77159,216.096,20.634,392.214,1.44239,1,,,,,
3.77259,216.154,20.6098,407.874,1.44156,1,,,,,
3.77359,216.211,20.5856,424.858,1.44072,1,,,,,
3.77459,216.268,20.5614,443.306,1.43988,1,,,,,
3.77559,216.326,20.5371,463.38,1.43903,1,,,,,
3.77659,216.383,20.5128,485.263,1.43819,1,,,,,
3.77759,216.44,20.4885,509.17,1.43734,1,,,,,
3.77859,216.497,20.4642,535.344,1.43648,1,,,,,
3.77959,216.555,20.4399,564.07,1.43563,1,,,,,
3.78059,216.612,20.4155,595.68,1.43477,1,,,,,
3.78159,216.669,20.3911,630.562,1.43391,1,,,,,
3.78259,216.727,20.3667,669.173,1.43304,1,,,,,
3.78359,216.784,20.3423,712.052,1.43218,1,,,,,
3.78459,216.841,20.3179,759.842,1.43131,1,,,,,
3.78559,216.898,20.2934,813.312,1.43043,1,,,,,
3.78659,216.956,20.2689,873.389,1.42955,1,,,,,
3.78759,217.013,20.2444,941.198,1.42867,1,,,,,
3.78859,217.07,20.2199,1018.11,1.42779,1,,,,,
3.78959,217.128,20.1953,1105.83,1.42691,1,,,,,
3.79059,217.185,20.1617,1206.47,1.42602,1,,,,,
3.79159,217.242,20.1265,1322.69,1.42512,1,,,,,
3.79259,217.3,20.0913,1457.85,1.42423,1,,,,,
3.79359,217.357,20.056,1616.32,1.42333,1,,,,,
3.79459,217.414,20.0208,1803.77,1.42243,1,,,,,
3.79559,217.471,19.9855,2027.71,1.42152,1,,,,,
3.79659,217.529,19.9502,2298.25,1.42061,1,,,,,
3.79759,217.586,19.9149,2629.28,1.4197,1,,,,,
3.79859,217.643,19.8797,3040.26,1.41879,1,,,,,
3.79959,217.701,19.8444,3559.19,1.41787,1,,,,,
3.80059,217.758,19.809,4227.43,1.41695,1,,,,,
3.80159,217.815,19.7737,5108.29,1.41602,1,,,,,
3.80259,217.873,19.7384,6302.54,1.4151,1,,,,,
3.80359,217.93,19.7031,7978.56,1.41416,1,,,,,
3.80459,217.987,19.6677,10435.1,1.41323,1,,,,,
3.80559,218.044,19.6324,14244.1,1.41229,1,,,,,
3.80659,218.102,19.597,20616.6,1.41135,1,,,,,
3.80759,218.159,19.5616,32497.8,1.41041,1,,,,,
3.80859,218.216,19.5263,58698.2,1.40946,1,,,,,
3.80959,218.274,19.4909,136543,1.40851,1,,,,,
3.81059,218.331,19.4555,606421,1.40755,1,,,,,
3.81159,218.388,19.4201,5.25E+07,1.40659,1,,,,,
3.81259,218.445,19.3847,411291,1.40563,1,,,,,
3.81359,218.503,19.3493,112686,1.40467,1,,,,,
3.81459,218.56,19.3138,51743.8,1.4037,1,,,,,
3.81559,218.617,19.2784,29625.1,1.40273,1,,,,,
3.81659,218.675,19.243,19186.6,1.40175,1,,,,,
3.81759,218.732,19.2075,13446.8,1.40077,1,,,,,
3.81859,218.789,19.1721,9956.75,1.39979,1,,,,,
3.81959,218.847,19.1366,7677.71,1.39881,1,,,,,
3.82059,218.904,19.1011,6107.97,1.39782,1,,,,,
3.82159,218.961,19.0656,4981.12,1.39682,1,,,,,
3.82259,219.018,19.0302,4145.04,1.39583,1,,,,,
3.82359,219.076,18.9947,3507.73,1.39483,1,,,,,
3.82459,219.133,18.9592,3010.9,1.39382,1,,,,,
3.82559,219.19,18.9237,2616.19,1.39282,1,,,,,
3.82659,219.248,18.8881,2297.46,1.39181,1,,,,,
3.82759,219.305,18.8526,2036.47,1.39079,1,,,,,
3.82859,219.362,18.8171,1820.12,1.38977,1,,,,,
3.82959,219.419,18.7816,1638.85,1.38875,1,,,,,
3.83059,219.477,18.746,1485.51,1.38773,1,,,,,
3.83159,219.534,18.7105,1354.7,1.3867,1,,,,,
3.83259,219.591,18.6749,1242.26,1.38567,1,,,,,
3.83359,219.649,18.6393,1144.96,1.38463,1,,,,,
3.83459,219.706,18.6038,1060.25,1.38359,1,,,,,
3.83559,219.763,18.5682,986.079,1.38254,1,,,,,
3.83659,219.821,18.5326,920.826,1.3815,1,,,,,
3.83759,219.878,18.497,863.157,1.38045,1,,,,,
3.83859,219.935,18.4614,811.984,1.37939,1,,,,,
3.83959,219.992,18.4258,766.409,1.37833,1,,,,,
3.84059,220.05,18.3902,725.686,1.37727,1,,,,,
3.84159,220.107,18.3546,689.192,1.3762,1,,,,,
3.84259,220.164,18.319,656.401,1.37513,1,,,,,
3.84359,220.222,18.2833,626.871,1.37406,1,,,,,
3.84459,220.279,18.2477,600.222,1.37298,1,,,,,
3.84559,220.336,18.2121,576.133,1.3719,1,,,,,
3.84659,220.394,18.1764,554.327,1.37081,1,,,,,
3.84759,220.451,18.1408,534.565,1.36972,1,,,,,
3.84859,220.508,18.1051,516.641,1.36863,1,,,,,
3.84959,220.565,18.0694,500.375,1.36753,1,,,,,
3.85059,220.623,18.0338,485.612,1.36643,1,,,,,
3.85159,220.68,17.9981,472.215,1.36532,1,,,,,
3.85259,220.737,17.9624,460.065,1.36421,1,,,,,
3.85359,220.795,17.9267,449.057,1.3631,1,,,,,
3.85459,220.852,17.891,439.099,1.36198,1,,,,,
3.85559,220.909,17.8553,430.109,1.36086,1,,,,,
3.85659,220.966,17.8196,422.017,1.35973,1,,,,,
3.85759,221.024,17.7839,414.758,1.3586,1,,,,,
3.85859,221.081,17.7482,408.278,1.35746,1,,,,,
3.85959,221.138,17.7125,402.526,1.35633,1,,,,,
3.86059,221.196,17.6767,397.459,1.35518,1,,,,,
3.86159,221.253,17.641,393.04,1.35404,1,,,,,
3.86259,221.31,17.6053,389.233,1.35289,1,,,,,
3.86359,221.368,17.5695,386.01,1.35173,1,,,,,
3.86459,221.425,17.5338,383.345,1.35057,1,,,,,
3.86559,221.482,17.498,381.215,1.34941,1,,,,,
3.86659,221.539,17.4622,379.601,1.34824,1,,,,,
3.86759,221.597,17.4265,378.486,1.34707,1,,,,,
3.86859,221.654,17.3907,377.858,1.34589,1,,,,,
3.86959,221.711,17.3549,377.705,1.34471,1,,,,,
3.87059,221.769,17.3191,378.018,1.34352,1,,,,,
3.87159,221.826,17.2834,378.791,1.34233,1,,,,,
3.87259,221.883,17.2476,380.019,1.34114,1,,,,,
3.87359,221.941,17.2118,381.701,1.33994,1,,,,,
3.87459,221.998,17.176,383.835,1.33874,1,,,,,
3.87559,222.055,17.1402,386.425,1.33753,1,,,,,
3.87659,222.112,17.1043,389.473,1.33632,1,,,,,
3.87759,222.17,17.0685,392.986,1.33511,1,,,,,
3.87859,222.227,17.0327,396.972,1.33389,1,,,,,
3.87959,222.284,16.9969,401.441,1.33266,1,,,,,
3.88059,222.342,16.961,406.405,1.33143,1,,,,,
3.88159,222.399,16.9252,411.88,1.3302,1,,,,,
3.88259,222.456,16.8894,417.881,1.32896,1,,,,,
3.88359,222.513,16.8535,424.43,1.32772,1,,,,,
3.88459,222.571,16.8177,431.547,1.32647,1,,,,,
3.88559,222.628,16.7818,439.26,1.32522,1,,,,,
3.88659,222.685,16.7459,447.596,1.32396,1,,,,,
3.88759,222.743,16.7101,456.587,1.3227,1,,,,,
3.88859,222.8,16.6742,466.27,1.32143,1,,,,,
3.88959,222.857,16.6383,476.686,1.32016,1,,,,,
3.89059,222.915,16.6025,487.878,1.31889,1,,,,,
3.89159,222.972,16.5666,499.897,1.31761,1,,,,,
3.89259,223.029,16.5307,512.799,1.31632,1,,,,,
3.89359,223.086,16.4948,526.647,1.31503,1,,,,,
3.89459,223.144,16.4589,541.51,1.31374,1,,,,,
3.89559,223.201,16.423,557.466,1.31244,1,,,,,
3.89659,223.258,16.3871,574.603,1.31114,1,,,,,
3.89759,223.316,16.3512,593.019,1.30983,1,,,,,
3.89859,223.373,16.3153,612.823,1.30851,1,,,,,
3.89959,223.43,16.2793,634.14,1.3072,1,,,,,
3.90059,223.487,16.2434,657.109,1.30587,1,,,,,
3.90159,223.545,16.2075,681.889,1.30455,1,,,,,
3.90259,223.602,16.1716,708.66,1.30321,1,,,,,
3.90359,223.659,16.1356,737.626,1.30187,1,,,,,
3.90459,223.717,16.0997,769.02,1.30053,1,,,,,
3.90559,223.774,16.0637,803.112,1.29918,1,,,,,
3.90659,223.831,16.0278,840.209,1.29783,1,,,,,
3.90759,223.889,15.9918,880.668,1.29647,1,,,,,
3.90859,223.946,15.9559,924.902,1.29511,1,,,,,
3.90959,224.003,15.9199,973.395,1.29374,1,,,,,
3.91059,224.06,15.8839,1026.71,1.29237,1,,,,,
3.91159,224.118,15.848,1085.52,1.29099,1,,,,,
3.91259,224.175,15.812,1150.6,1.28961,1,,,,,
3.91359,224.232,15.776,1222.91,1.28822,1,,,,,
3.91459,224.29,15.74,1303.57,1.28683,1,,,,,
3.91559,224.347,15.7041,1393.96,1.28543,1,,,,,
3.91659,224.404,15.6681,1495.73,1.28402,1,,,,,
3.91759,224.462,15.6321,1610.95,1.28262,1,,,,,
3.91859,224.519,15.5961,1742.15,1.2812,1,,,,,
3.91959,224.576,15.5601,1892.53,1.27978,1,,,,,
3.92059,224.633,15.5241,2066.13,1.27836,1,,,,,
3.92159,224.691,15.4881,2268.12,1.27693,1,,,,,
3.92259,224.748,15.452,2505.26,1.27549,1,,,,,
3.92359,224.805,15.416,2786.42,1.27405,1,,,,,
3.92459,224.863,15.38,3123.54,1.2726,1,,,,,
3.92559,224.92,15.344,3532.92,1.27115,1,,,,,
3.92659,224.977,15.3079,4037.32,1.2697,1,,,,,
3.92759,225.034,15.2719,4669.3,1.26823,1,,,,,
3.92859,225.092,15.2359,5476.77,1.26676,1,,,,,
3.92959,225.149,15.1998,6532.6,1.26529,1,,,,,
3.93059,225.206,15.1638,7951.96,1.26381,1,,,,,
3.93159,225.264,15.1277,9925.77,1.26233,1,,,,,
3.93259,225.321,15.0917,12789.3,1.26084,1,,,,,
3.93359,225.378,15.0556,17176.5,1.25934,1,,,,,
3.93459,225.436,15.0195,24406.4,1.25784,1,,,,,
3.93559,225.493,14.9835,37611.2,1.25634,1,,,,,
3.93659,225.55,14.9474,65818.6,1.25482,1,,,,,
3.93759,225.607,14.9113,144806,1.25331,1,,,,,
3.93859,225.665,14.8753,549107,1.25178,1,,,,,
3.93959,225.722,14.8392,2.26E+08,1.25025,1,,,,,
3.94059,225.779,14.8031,676309,1.24872,1,,,,,
3.94159,225.837,14.767,161000,1.24718,1,,,,,
3.94259,225.894,14.7309,70922,1.24563,1,,,,,
3.94359,225.951,14.6948,40065.3,1.24408,1,,,,,
3.94459,226.009,14.6587,25969.3,1.24252,1,,,,,
3.94559,226.066,14.6226,18397,1.24096,1,,,,,
3.94659,226.123,14.5865,13886.1,1.23939,1,,,,,
3.94759,226.18,14.5504,11002.9,1.23781,1,,,,,
3.94859,226.238,14.5143,9067.1,1.23623,1,,,,,
3.94959,226.295,14.4781,7722.66,1.23464,1,,,,,
3.95059,226.352,14.442,6769.15,1.23305,1,,,,,
3.95159,226.41,14.4059,6087.27,1.23145,1,,,,,
3.95259,226.467,14.3697,5603.03,1.22984,1,,,,,
3.95359,226.524,14.3336,5269.29,1.22823,1,,,,,
3.95459,226.581,14.2975,5055.7,1.22662,1,,,,,
3.95559,226.639,14.2613,4943,1.22499,1,,,,,
